spatial id,temporal id,Target (normal),Normal target,occurrence t-9,occurrence t-8,occurrence t-7,occurrence t-6,occurrence t-5,occurrence t-4,occurrence t-3,occurrence t-2,occurrence t-1,occurrence t
3,56,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,57,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,58,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,59,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,60,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,61,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,62,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,63,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,64,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,65,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,66,1.0,1.0,0,0,0,0,0,0,0,0,0,0
3,67,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,68,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,69,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,70,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,71,0.0,0.0,0,0,0,0,0,0,0,0,0,1
3,72,0.0,0.0,0,0,0,0,0,0,0,0,1,0
3,73,1.0,1.0,0,0,0,0,0,0,0,1,0,0
3,74,0.0,0.0,0,0,0,0,0,0,1,0,0,0
3,75,0.0,0.0,0,0,0,0,0,1,0,0,0,0
3,76,0.0,0.0,0,0,0,0,1,0,0,0,0,0
3,77,0.0,0.0,0,0,0,1,0,0,0,0,0,0
3,78,1.0,1.0,0,0,1,0,0,0,0,0,0,1
3,79,0.0,0.0,0,1,0,0,0,0,0,0,1,0
3,80,1.0,1.0,1,0,0,0,0,0,0,1,0,0
3,81,0.0,0.0,0,0,0,0,0,0,1,0,0,0
3,82,0.0,0.0,0,0,0,0,0,1,0,0,0,0
3,83,0.0,0.0,0,0,0,0,1,0,0,0,0,1
3,84,0.0,0.0,0,0,0,1,0,0,0,0,1,0
3,85,1.0,1.0,0,0,1,0,0,0,0,1,0,1
3,86,0.0,0.0,0,1,0,0,0,0,1,0,1,0
3,87,1.0,1.0,1,0,0,0,0,1,0,1,0,0
3,88,0.0,0.0,0,0,0,0,1,0,1,0,0,0
3,89,0.0,0.0,0,0,0,1,0,1,0,0,0,0
3,90,0.0,0.0,0,0,1,0,1,0,0,0,0,1
3,91,1.0,1.0,0,1,0,1,0,0,0,0,1,0
3,92,0.0,0.0,1,0,1,0,0,0,0,1,0,1
3,93,0.0,0.0,0,1,0,0,0,0,1,0,1,0
3,94,1.0,1.0,1,0,0,0,0,1,0,1,0,0
3,95,1.0,1.0,0,0,0,0,1,0,1,0,0,0
3,96,1.0,1.0,0,0,0,1,0,1,0,0,0,1
3,97,0.0,0.0,0,0,1,0,1,0,0,0,1,0
3,98,1.0,1.0,0,1,0,1,0,0,0,1,0,0
3,99,0.0,0.0,1,0,1,0,0,0,1,0,0,1
3,100,1.0,1.0,0,1,0,0,0,1,0,0,1,1
3,101,0.0,0.0,1,0,0,0,1,0,0,1,1,1
3,102,0.0,0.0,0,0,0,1,0,0,1,1,1,0
3,103,1.0,1.0,0,0,1,0,0,1,1,1,0,1
3,104,0.0,0.0,0,1,0,0,1,1,1,0,1,0
3,105,1.0,1.0,1,0,0,1,1,1,0,1,0,1
3,106,0.0,0.0,0,0,1,1,1,0,1,0,1,0
3,107,0.0,0.0,0,1,1,1,0,1,0,1,0,0
3,108,0.0,0.0,1,1,1,0,1,0,1,0,0,1
3,109,0.0,0.0,1,1,0,1,0,1,0,0,1,0
3,110,0.0,0.0,1,0,1,0,1,0,0,1,0,1
3,111,1.0,1.0,0,1,0,1,0,0,1,0,1,0
3,112,0.0,0.0,1,0,1,0,0,1,0,1,0,0
3,113,0.0,0.0,0,1,0,0,1,0,1,0,0,0
3,114,0.0,0.0,1,0,0,1,0,1,0,0,0,0
3,115,1.0,1.0,0,0,1,0,1,0,0,0,0,0
3,116,1.0,1.0,0,1,0,1,0,0,0,0,0,1
3,117,0.0,0.0,1,0,1,0,0,0,0,0,1,0
3,118,0.0,0.0,0,1,0,0,0,0,0,1,0,0
3,119,0.0,0.0,1,0,0,0,0,0,1,0,0,0
3,120,0.0,0.0,0,0,0,0,0,1,0,0,0,1
3,121,0.0,0.0,0,0,0,0,1,0,0,0,1,1
3,122,0.0,0.0,0,0,0,1,0,0,0,1,1,0
3,123,0.0,0.0,0,0,1,0,0,0,1,1,0,0
3,124,1.0,1.0,0,1,0,0,0,1,1,0,0,0
3,125,0.0,0.0,1,0,0,0,1,1,0,0,0,0
3,126,0.0,0.0,0,0,0,1,1,0,0,0,0,0
3,127,1.0,1.0,0,0,1,1,0,0,0,0,0,0
3,128,0.0,0.0,0,1,1,0,0,0,0,0,0,0
3,129,1.0,1.0,1,1,0,0,0,0,0,0,0,1
3,130,0.0,0.0,1,0,0,0,0,0,0,0,1,0
3,131,0.0,0.0,0,0,0,0,0,0,0,1,0,0
3,132,1.0,1.0,0,0,0,0,0,0,1,0,0,1
3,133,0.0,0.0,0,0,0,0,0,1,0,0,1,0
3,134,0.0,0.0,0,0,0,0,1,0,0,1,0,1
3,135,0.0,0.0,0,0,0,1,0,0,1,0,1,0
3,136,0.0,0.0,0,0,1,0,0,1,0,1,0,0
3,137,0.0,0.0,0,1,0,0,1,0,1,0,0,1
3,138,0.0,0.0,1,0,0,1,0,1,0,0,1,0
3,139,0.0,0.0,0,0,1,0,1,0,0,1,0,0
3,140,1.0,1.0,0,1,0,1,0,0,1,0,0,0
3,141,0.0,0.0,1,0,1,0,0,1,0,0,0,0
3,142,1.0,1.0,0,1,0,0,1,0,0,0,0,0
3,143,0.0,0.0,1,0,0,1,0,0,0,0,0,0
3,144,0.0,0.0,0,0,1,0,0,0,0,0,0,0
3,145,0.0,0.0,0,1,0,0,0,0,0,0,0,1
3,146,1.0,1.0,1,0,0,0,0,0,0,0,1,0
3,147,1.0,1.0,0,0,0,0,0,0,0,1,0,1
3,148,1.0,1.0,0,0,0,0,0,0,1,0,1,0
3,149,0.0,0.0,0,0,0,0,0,1,0,1,0,0
3,150,0.0,0.0,0,0,0,0,1,0,1,0,0,0
3,151,0.0,0.0,0,0,0,1,0,1,0,0,0,1
3,152,0.0,0.0,0,0,1,0,1,0,0,0,1,1
3,153,1.0,1.0,0,1,0,1,0,0,0,1,1,1
3,154,0.0,0.0,1,0,1,0,0,0,1,1,1,0
3,155,0.0,0.0,0,1,0,0,0,1,1,1,0,0
3,156,0.0,0.0,1,0,0,0,1,1,1,0,0,0
3,157,0.0,0.0,0,0,0,1,1,1,0,0,0,0
3,158,1.0,1.0,0,0,1,1,1,0,0,0,0,1
3,159,0.0,0.0,0,1,1,1,0,0,0,0,1,0
3,160,1.0,1.0,1,1,1,0,0,0,0,1,0,0
3,161,1.0,1.0,1,1,0,0,0,0,1,0,0,0
3,162,1.0,1.0,1,0,0,0,0,1,0,0,0,0
3,163,1.0,1.0,0,0,0,0,1,0,0,0,0,1
3,164,1.0,1.0,0,0,0,1,0,0,0,0,1,0
3,165,1.0,1.0,0,0,1,0,0,0,0,1,0,1
3,166,1.0,1.0,0,1,0,0,0,0,1,0,1,1
3,167,0.0,0.0,1,0,0,0,0,1,0,1,1,1
3,168,0.0,0.0,0,0,0,0,1,0,1,1,1,1
3,169,1.0,1.0,0,0,0,1,0,1,1,1,1,1
3,170,1.0,1.0,0,0,1,0,1,1,1,1,1,1
3,171,1.0,1.0,0,1,0,1,1,1,1,1,1,1
3,172,0.0,0.0,1,0,1,1,1,1,1,1,1,0
3,173,0.0,0.0,0,1,1,1,1,1,1,1,0,0
3,174,0.0,0.0,1,1,1,1,1,1,1,0,0,1
3,175,1.0,1.0,1,1,1,1,1,1,0,0,1,1
3,176,0.0,0.0,1,1,1,1,1,0,0,1,1,1
3,177,1.0,1.0,1,1,1,1,0,0,1,1,1,0
3,178,0.0,0.0,1,1,1,0,0,1,1,1,0,0
3,179,0.0,0.0,1,1,0,0,1,1,1,0,0,0
3,180,0.0,0.0,1,0,0,1,1,1,0,0,0,1
3,181,0.0,0.0,0,0,1,1,1,0,0,0,1,0
3,182,1.0,1.0,0,1,1,1,0,0,0,1,0,1
3,183,0.0,0.0,1,1,1,0,0,0,1,0,1,0
3,184,0.0,0.0,1,1,0,0,0,1,0,1,0,0
3,185,0.0,0.0,1,0,0,0,1,0,1,0,0,0
3,186,1.0,1.0,0,0,0,1,0,1,0,0,0,0
3,187,0.0,0.0,0,0,1,0,1,0,0,0,0,1
3,188,1.0,1.0,0,1,0,1,0,0,0,0,1,0
3,189,0.0,0.0,1,0,1,0,0,0,0,1,0,0
3,190,1.0,1.0,0,1,0,0,0,0,1,0,0,0
3,191,1.0,1.0,1,0,0,0,0,1,0,0,0,1
3,192,0.0,0.0,0,0,0,0,1,0,0,0,1,0
3,193,0.0,0.0,0,0,0,1,0,0,0,1,0,1
3,194,0.0,0.0,0,0,1,0,0,0,1,0,1,0
3,195,0.0,0.0,0,1,0,0,0,1,0,1,0,1
3,196,0.0,0.0,1,0,0,0,1,0,1,0,1,1
3,197,1.0,1.0,0,0,0,1,0,1,0,1,1,0
3,198,0.0,0.0,0,0,1,0,1,0,1,1,0,0
3,199,0.0,0.0,0,1,0,1,0,1,1,0,0,0
3,200,0.0,0.0,1,0,1,0,1,1,0,0,0,0
3,201,0.0,0.0,0,1,0,1,1,0,0,0,0,0
3,202,0.0,0.0,1,0,1,1,0,0,0,0,0,1
3,203,1.0,1.0,0,1,1,0,0,0,0,0,1,0
3,204,1.0,1.0,1,1,0,0,0,0,0,1,0,0
3,205,1.0,1.0,1,0,0,0,0,0,1,0,0,0
3,206,0.0,0.0,0,0,0,0,0,1,0,0,0,0
3,207,1.0,1.0,0,0,0,0,1,0,0,0,0,0
3,208,0.0,0.0,0,0,0,1,0,0,0,0,0,1
3,209,1.0,1.0,0,0,1,0,0,0,0,0,1,1
3,210,0.0,0.0,0,1,0,0,0,0,0,1,1,1
3,211,1.0,1.0,1,0,0,0,0,0,1,1,1,0
3,212,0.0,0.0,0,0,0,0,0,1,1,1,0,1
3,213,1.0,1.0,0,0,0,0,1,1,1,0,1,0
3,214,1.0,1.0,0,0,0,1,1,1,0,1,0,1
3,215,0.0,0.0,0,0,1,1,1,0,1,0,1,0
3,216,1.0,1.0,0,1,1,1,0,1,0,1,0,1
3,217,0.0,0.0,1,1,1,0,1,0,1,0,1,0
3,218,0.0,0.0,1,1,0,1,0,1,0,1,0,1
3,219,1.0,1.0,1,0,1,0,1,0,1,0,1,1
3,220,0.0,0.0,0,1,0,1,0,1,0,1,1,0
3,221,0.0,0.0,1,0,1,0,1,0,1,1,0,1
3,222,0.0,0.0,0,1,0,1,0,1,1,0,1,0
3,223,1.0,1.0,1,0,1,0,1,1,0,1,0,0
3,224,1.0,1.0,0,1,0,1,1,0,1,0,0,1
3,225,0.0,0.0,1,0,1,1,0,1,0,0,1,0
3,226,1.0,1.0,0,1,1,0,1,0,0,1,0,0
3,227,1.0,1.0,1,1,0,1,0,0,1,0,0,0
3,228,1.0,1.0,1,0,1,0,0,1,0,0,0,1
3,229,0.0,0.0,0,1,0,0,1,0,0,0,1,1
3,230,0.0,0.0,1,0,0,1,0,0,0,1,1,0
3,231,0.0,0.0,0,0,1,0,0,0,1,1,0,1
3,232,0.0,0.0,0,1,0,0,0,1,1,0,1,1
3,233,0.0,0.0,1,0,0,0,1,1,0,1,1,1
3,234,0.0,0.0,0,0,0,1,1,0,1,1,1,0
3,235,0.0,0.0,0,0,1,1,0,1,1,1,0,0
3,236,0.0,0.0,0,1,1,0,1,1,1,0,0,0
3,237,0.0,0.0,1,1,0,1,1,1,0,0,0,0
3,238,0.0,0.0,1,0,1,1,1,0,0,0,0,0
3,239,1.0,1.0,0,1,1,1,0,0,0,0,0,0
3,240,0.0,0.0,1,1,1,0,0,0,0,0,0,0
3,241,0.0,0.0,1,1,0,0,0,0,0,0,0,0
3,242,1.0,1.0,1,0,0,0,0,0,0,0,0,0
3,243,1.0,1.0,0,0,0,0,0,0,0,0,0,0
3,244,0.0,0.0,0,0,0,0,0,0,0,0,0,1
3,245,0.0,0.0,0,0,0,0,0,0,0,0,1,0
3,246,1.0,1.0,0,0,0,0,0,0,0,1,0,0
3,247,0.0,0.0,0,0,0,0,0,0,1,0,0,1
3,248,0.0,0.0,0,0,0,0,0,1,0,0,1,1
3,249,1.0,1.0,0,0,0,0,1,0,0,1,1,0
3,250,0.0,0.0,0,0,0,1,0,0,1,1,0,0
3,251,1.0,1.0,0,0,1,0,0,1,1,0,0,1
3,252,0.0,0.0,0,1,0,0,1,1,0,0,1,0
3,253,0.0,0.0,1,0,0,1,1,0,0,1,0,0
3,254,1.0,1.0,0,0,1,1,0,0,1,0,0,1
3,255,1.0,1.0,0,1,1,0,0,1,0,0,1,0
3,256,1.0,1.0,1,1,0,0,1,0,0,1,0,1
3,257,0.0,0.0,1,0,0,1,0,0,1,0,1,0
3,258,1.0,1.0,0,0,1,0,0,1,0,1,0,0
3,259,1.0,1.0,0,1,0,0,1,0,1,0,0,1
3,260,1.0,1.0,1,0,0,1,0,1,0,0,1,1
3,261,1.0,1.0,0,0,1,0,1,0,0,1,1,1
3,262,1.0,1.0,0,1,0,1,0,0,1,1,1,0
3,263,0.0,0.0,1,0,1,0,0,1,1,1,0,1
3,264,0.0,0.0,0,1,0,0,1,1,1,0,1,1
3,265,1.0,1.0,1,0,0,1,1,1,0,1,1,1
3,266,0.0,0.0,0,0,1,1,1,0,1,1,1,1
3,267,1.0,1.0,0,1,1,1,0,1,1,1,1,1
3,268,0.0,0.0,1,1,1,0,1,1,1,1,1,0
3,269,0.0,0.0,1,1,0,1,1,1,1,1,0,0
3,270,0.0,0.0,1,0,1,1,1,1,1,0,0,1
3,271,0.0,0.0,0,1,1,1,1,1,0,0,1,0
3,272,1.0,1.0,1,1,1,1,1,0,0,1,0,1
3,273,0.0,0.0,1,1,1,1,0,0,1,0,1,0
3,274,0.0,0.0,1,1,1,0,0,1,0,1,0,0
3,275,1.0,1.0,1,1,0,0,1,0,1,0,0,0
3,276,1.0,1.0,1,0,0,1,0,1,0,0,0,0
3,277,0.0,0.0,0,0,1,0,1,0,0,0,0,1
3,278,0.0,0.0,0,1,0,1,0,0,0,0,1,0
3,279,1.0,1.0,1,0,1,0,0,0,0,1,0,0
3,280,0.0,0.0,0,1,0,0,0,0,1,0,0,1
3,281,0.0,0.0,1,0,0,0,0,1,0,0,1,1
3,282,0.0,0.0,0,0,0,0,1,0,0,1,1,0
3,283,1.0,1.0,0,0,0,1,0,0,1,1,0,0
3,284,0.0,0.0,0,0,1,0,0,1,1,0,0,1
3,285,0.0,0.0,0,1,0,0,1,1,0,0,1,0
3,286,1.0,1.0,1,0,0,1,1,0,0,1,0,0
3,287,0.0,0.0,0,0,1,1,0,0,1,0,0,0
3,288,0.0,0.0,0,1,1,0,0,1,0,0,0,1
3,289,1.0,1.0,1,1,0,0,1,0,0,0,1,0
3,290,1.0,1.0,1,0,0,1,0,0,0,1,0,0
3,291,1.0,1.0,0,0,1,0,0,0,1,0,0,1
3,292,1.0,1.0,0,1,0,0,0,1,0,0,1,0
3,293,0.0,0.0,1,0,0,0,1,0,0,1,0,0
3,294,1.0,1.0,0,0,0,1,0,0,1,0,0,1
3,295,0.0,0.0,0,0,1,0,0,1,0,0,1,1
3,296,0.0,0.0,0,1,0,0,1,0,0,1,1,1
3,297,0.0,0.0,1,0,0,1,0,0,1,1,1,1
3,298,1.0,1.0,0,0,1,0,0,1,1,1,1,0
3,299,1.0,1.0,0,1,0,0,1,1,1,1,0,1
3,300,0.0,0.0,1,0,0,1,1,1,1,0,1,0
3,301,0.0,0.0,0,0,1,1,1,1,0,1,0,0
3,302,1.0,1.0,0,1,1,1,1,0,1,0,0,0
3,303,0.0,0.0,1,1,1,1,0,1,0,0,0,1
3,304,1.0,1.0,1,1,1,0,1,0,0,0,1,1
3,305,0.0,0.0,1,1,0,1,0,0,0,1,1,0
3,306,0.0,0.0,1,0,1,0,0,0,1,1,0,0
3,307,0.0,0.0,0,1,0,0,0,1,1,0,0,1
3,308,0.0,0.0,1,0,0,0,1,1,0,0,1,0
3,309,0.0,0.0,0,0,0,1,1,0,0,1,0,1
3,310,0.0,0.0,0,0,1,1,0,0,1,0,1,0
3,311,1.0,1.0,0,1,1,0,0,1,0,1,0,0
3,312,1.0,1.0,1,1,0,0,1,0,1,0,0,0
3,313,1.0,1.0,1,0,0,1,0,1,0,0,0,0
3,314,1.0,1.0,0,0,1,0,1,0,0,0,0,0
3,315,1.0,1.0,0,1,0,1,0,0,0,0,0,0
3,316,0.0,0.0,1,0,1,0,0,0,0,0,0,1
3,317,1.0,1.0,0,1,0,0,0,0,0,0,1,1
3,318,0.0,0.0,1,0,0,0,0,0,0,1,1,1
3,319,1.0,1.0,0,0,0,0,0,0,1,1,1,1
3,320,1.0,1.0,0,0,0,0,0,1,1,1,1,1
3,321,0.0,0.0,0,0,0,0,1,1,1,1,1,0
3,322,1.0,1.0,0,0,0,1,1,1,1,1,0,1
3,323,1.0,1.0,0,0,1,1,1,1,1,0,1,0
3,324,0.0,0.0,0,1,1,1,1,1,0,1,0,1
3,325,0.0,0.0,1,1,1,1,1,0,1,0,1,1
3,326,0.0,0.0,1,1,1,1,0,1,0,1,1,0
3,327,1.0,1.0,1,1,1,0,1,0,1,1,0,1
3,328,0.0,0.0,1,1,0,1,0,1,1,0,1,1
3,329,1.0,1.0,1,0,1,0,1,1,0,1,1,0
3,330,1.0,1.0,0,1,0,1,1,0,1,1,0,0
3,331,1.0,1.0,1,0,1,1,0,1,1,0,0,0
3,332,0.0,0.0,0,1,1,0,1,1,0,0,0,1
3,333,0.0,0.0,1,1,0,1,1,0,0,0,1,0
3,334,1.0,1.0,1,0,1,1,0,0,0,1,0,1
3,335,1.0,1.0,0,1,1,0,0,0,1,0,1,1
3,336,0.0,0.0,1,1,0,0,0,1,0,1,1,1
3,337,1.0,1.0,1,0,0,0,1,0,1,1,1,0
3,338,1.0,1.0,0,0,0,1,0,1,1,1,0,0
3,339,0.0,0.0,0,0,1,0,1,1,1,0,0,1
3,340,0.0,0.0,0,1,0,1,1,1,0,0,1,1
3,341,1.0,1.0,1,0,1,1,1,0,0,1,1,0
3,342,1.0,1.0,0,1,1,1,0,0,1,1,0,1
3,343,0.0,0.0,1,1,1,0,0,1,1,0,1,1
3,344,1.0,1.0,1,1,0,0,1,1,0,1,1,0
3,345,0.0,0.0,1,0,0,1,1,0,1,1,0,0
3,346,0.0,0.0,0,0,1,1,0,1,1,0,0,1
3,347,1.0,1.0,0,1,1,0,1,1,0,0,1,1
3,348,0.0,0.0,1,1,0,1,1,0,0,1,1,0
3,349,1.0,1.0,1,0,1,1,0,0,1,1,0,1
3,350,1.0,1.0,0,1,1,0,0,1,1,0,1,0
3,351,1.0,1.0,1,1,0,0,1,1,0,1,0,0
3,352,0.0,0.0,1,0,0,1,1,0,1,0,0,1
3,353,1.0,1.0,0,0,1,1,0,1,0,0,1,0
3,354,1.0,1.0,0,1,1,0,1,0,0,1,0,1
3,355,1.0,1.0,1,1,0,1,0,0,1,0,1,1
3,356,1.0,1.0,1,0,1,0,0,1,0,1,1,1
3,357,1.0,1.0,0,1,0,0,1,0,1,1,1,0
3,358,1.0,1.0,1,0,0,1,0,1,1,1,0,1
3,359,1.0,1.0,0,0,1,0,1,1,1,0,1,1
3,360,0.0,0.0,0,1,0,1,1,1,0,1,1,1
3,361,1.0,1.0,1,0,1,1,1,0,1,1,1,1
3,362,1.0,1.0,0,1,1,1,0,1,1,1,1,1
3,363,1.0,1.0,1,1,1,0,1,1,1,1,1,1
3,364,0.0,0.0,1,1,0,1,1,1,1,1,1,1
3,365,1.0,1.0,1,0,1,1,1,1,1,1,1,0
3,366,0.0,0.0,0,1,1,1,1,1,1,1,0,1
3,367,1.0,1.0,1,1,1,1,1,1,1,0,1,1
3,368,1.0,1.0,1,1,1,1,1,1,0,1,1,1
3,369,1.0,1.0,1,1,1,1,1,0,1,1,1,0
3,370,1.0,1.0,1,1,1,1,0,1,1,1,0,1
3,371,0.0,0.0,1,1,1,0,1,1,1,0,1,0
3,372,1.0,1.0,1,1,0,1,1,1,0,1,0,1
3,373,0.0,0.0,1,0,1,1,1,0,1,0,1,1
3,374,0.0,0.0,0,1,1,1,0,1,0,1,1,1
3,375,0.0,0.0,1,1,1,0,1,0,1,1,1,1
3,376,1.0,1.0,1,1,0,1,0,1,1,1,1,0
3,377,1.0,1.0,1,0,1,0,1,1,1,1,0,1
3,378,1.0,1.0,0,1,0,1,1,1,1,0,1,0
3,379,1.0,1.0,1,0,1,1,1,1,0,1,0,0
3,380,1.0,1.0,0,1,1,1,1,0,1,0,0,0
3,381,1.0,1.0,1,1,1,1,0,1,0,0,0,1
3,382,1.0,1.0,1,1,1,0,1,0,0,0,1,1
3,383,0.0,0.0,1,1,0,1,0,0,0,1,1,1
3,384,0.0,0.0,1,0,1,0,0,0,1,1,1,1
3,385,1.0,1.0,0,1,0,0,0,1,1,1,1,1
3,386,1.0,1.0,1,0,0,0,1,1,1,1,1,1
3,387,1.0,1.0,0,0,0,1,1,1,1,1,1,1
3,388,0.0,0.0,0,0,1,1,1,1,1,1,1,0
3,389,0.0,0.0,0,1,1,1,1,1,1,1,0,0
3,390,1.0,1.0,1,1,1,1,1,1,1,0,0,1
3,391,1.0,1.0,1,1,1,1,1,1,0,0,1,1
3,392,0.0,0.0,1,1,1,1,1,0,0,1,1,1
3,393,0.0,0.0,1,1,1,1,0,0,1,1,1,0
3,394,1.0,1.0,1,1,1,0,0,1,1,1,0,0
3,395,0.0,0.0,1,1,0,0,1,1,1,0,0,1
3,396,1.0,1.0,1,0,0,1,1,1,0,0,1,1
3,397,0.0,0.0,0,0,1,1,1,0,0,1,1,0
3,398,0.0,0.0,0,1,1,1,0,0,1,1,0,0
3,399,0.0,0.0,1,1,1,0,0,1,1,0,0,1
3,400,0.0,0.0,1,1,0,0,1,1,0,0,1,0
3,401,0.0,0.0,1,0,0,1,1,0,0,1,0,1
3,402,0.0,0.0,0,0,1,1,0,0,1,0,1,0
3,403,0.0,0.0,0,1,1,0,0,1,0,1,0,0
3,404,1.0,1.0,1,1,0,0,1,0,1,0,0,0
3,405,0.0,0.0,1,0,0,1,0,1,0,0,0,0
3,406,0.0,0.0,0,0,1,0,1,0,0,0,0,0
3,407,0.0,0.0,0,1,0,1,0,0,0,0,0,0
3,408,0.0,0.0,1,0,1,0,0,0,0,0,0,0
3,409,0.0,0.0,0,1,0,0,0,0,0,0,0,1
3,410,1.0,1.0,1,0,0,0,0,0,0,0,1,0
3,411,0.0,0.0,0,0,0,0,0,0,0,1,0,0
3,412,0.0,0.0,0,0,0,0,0,0,1,0,0,0
3,413,1.0,1.0,0,0,0,0,0,1,0,0,0,0
3,414,0.0,0.0,0,0,0,0,1,0,0,0,0,0
3,415,0.0,0.0,0,0,0,1,0,0,0,0,0,1
3,416,0.0,0.0,0,0,1,0,0,0,0,0,1,0
3,417,1.0,1.0,0,1,0,0,0,0,0,1,0,0
3,418,1.0,1.0,1,0,0,0,0,0,1,0,0,1
3,419,0.0,0.0,0,0,0,0,0,1,0,0,1,0
3,420,0.0,0.0,0,0,0,0,1,0,0,1,0,0
3,421,1.0,1.0,0,0,0,1,0,0,1,0,0,0
3,422,1.0,1.0,0,0,1,0,0,1,0,0,0,1
3,423,1.0,1.0,0,1,0,0,1,0,0,0,1,1
3,424,1.0,1.0,1,0,0,1,0,0,0,1,1,0
3,425,1.0,1.0,0,0,1,0,0,0,1,1,0,0
3,426,1.0,1.0,0,1,0,0,0,1,1,0,0,1
3,427,0.0,0.0,1,0,0,0,1,1,0,0,1,1
3,428,0.0,0.0,0,0,0,1,1,0,0,1,1,1
3,429,0.0,0.0,0,0,1,1,0,0,1,1,1,1
3,430,0.0,0.0,0,1,1,0,0,1,1,1,1,1
3,431,1.0,1.0,1,1,0,0,1,1,1,1,1,1
3,432,1.0,1.0,1,0,0,1,1,1,1,1,1,0
3,433,1.0,1.0,0,0,1,1,1,1,1,1,0,0
3,434,1.0,1.0,0,1,1,1,1,1,1,0,0,0
3,435,0.0,0.0,1,1,1,1,1,1,0,0,0,0
3,436,0.0,0.0,1,1,1,1,1,0,0,0,0,1
3,437,0.0,0.0,1,1,1,1,0,0,0,0,1,1
3,438,1.0,1.0,1,1,1,0,0,0,0,1,1,1
3,439,1.0,1.0,1,1,0,0,0,0,1,1,1,1
3,440,0.0,0.0,1,0,0,0,0,1,1,1,1,0
